60,253
0,16
30,227
18,139
237,-7
-34,-157
-62,-289
-8,-22
-52,-573
-3,-42
5,-107
8,-9
326,1474
-41,-149
-99,-372
-22,-83
-192,-762
2,8
-26,-103
-12,-44
-185,-799
13,57
19,77
1,9
5,16
0,0
-2,-5
-1,-3
-11,-53
0,3
0,2
0,-1
-2,-17
-1,-4
